timestamp,sandboxLog,lambdaLog
736200,,"mid=9971.0 dyn_mean=9958.6 z=0.39 mom=8.0 trend=-0.84 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-3 took=0 gap=3 cum_pnl=15399 peak=16194 dd=795 m38_hit=(A-)
MARK38: mode=EXPLOIT conf=3 bid@9964(✓) ask@9978(✓) qty=10"
736300,,"mid=9968.0 dyn_mean=9958.6 z=0.29 mom=4.0 trend=-0.74 regime=MOMENTUM target=8 pos_orig=-3 took=0 gap=11 cum_pnl=15408 peak=16194 dd=786 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9961(✓) ask@9975(✓) qty=10"
736400,,"mid=9966.0 dyn_mean=9958.6 z=0.23 mom=-1.0 trend=-0.92 regime=MOMENTUM target=-2 pos_orig=-3 took=0 gap=1 cum_pnl=15414 peak=16194 dd=780 m38_hit=(A-)
MARK38: mode=EXPLOIT conf=4 bid@9959(✓) ask@9973(✓) qty=10"
736500,,"mid=9968.0 dyn_mean=9958.6 z=0.29 mom=1.0 trend=-0.62 regime=MOMENTUM target=2 pos_orig=-3 took=0 gap=5 cum_pnl=15408 peak=16194 dd=786 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9961(✓) ask@9975(✓) qty=10"
736600,,"mid=9966.0 dyn_mean=9958.6 z=0.23 mom=-1.0 trend=-0.80 regime=MOMENTUM target=-2 pos_orig=-3 took=0 gap=1 cum_pnl=15414 peak=16194 dd=780 m38_hit=(A-)
MARK38: mode=EXPLOIT conf=5 bid@9959(✓) ask@9973(✓) qty=10"
736700,,"mid=9967.0 dyn_mean=9958.6 z=0.26 mom=-1.0 trend=-0.87 regime=MOMENTUM target=-2 pos_orig=-3 took=0 gap=1 cum_pnl=15411 peak=16194 dd=783 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@9960(✓) ask@9974(✓) qty=10"
736800,,"mid=9969.0 dyn_mean=9958.6 z=0.32 mom=2.0 trend=-0.80 regime=MILD_REVERSION target=-4 pos_orig=-3 took=0 gap=-1 cum_pnl=15405 peak=16194 dd=789 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@9962(✓) ask@9976(✓) qty=10"
736900,,"mid=9972.0 dyn_mean=9958.6 z=0.42 mom=3.0 trend=-0.61 regime=MILD_REVERSION target=-19 pos_orig=-3 took=0 gap=-16 cum_pnl=15396 peak=16194 dd=798 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@9965(✓) ask@9979(✓) qty=10"
737000,,"mid=9969.0 dyn_mean=9958.6 z=0.32 mom=1.0 trend=-0.55 regime=MILD_REVERSION target=-3 pos_orig=-3 took=0 gap=0 cum_pnl=15405 peak=16194 dd=789 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@9962(✓) ask@9976(✓) qty=10"
737100,,"mid=9969.0 dyn_mean=9958.7 z=0.32 mom=0.0 trend=-0.75 regime=MILD_REVERSION target=-3 pos_orig=-3 took=0 gap=0 cum_pnl=15405 peak=16194 dd=789 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9962(✓) ask@9976(✓) qty=10"
737200,,"mid=9973.0 dyn_mean=9958.7 z=0.45 mom=5.0 trend=-0.43 regime=MILD_REVERSION target=-24 pos_orig=-3 took=0 gap=-21 cum_pnl=15393 peak=16194 dd=801 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9966(✓) ask@9980(✓) qty=10"
737300,,"mid=9966.0 dyn_mean=9958.7 z=0.23 mom=-2.0 trend=-0.73 regime=MOMENTUM target=-4 pos_orig=-3 took=0 gap=-1 cum_pnl=15414 peak=16194 dd=780 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9959(✓) ask@9973(✓) qty=10"
737400,,"mid=9964.0 dyn_mean=9958.7 z=0.17 mom=-2.0 trend=-0.78 regime=MOMENTUM target=-4 pos_orig=-3 took=0 gap=-1 cum_pnl=15420 peak=16194 dd=774 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9957(✓) ask@9971(✓) qty=10"
737500,,"mid=9965.0 dyn_mean=9958.7 z=0.20 mom=0.0 trend=-0.90 regime=MOMENTUM target=0 pos_orig=-3 took=0 gap=3 cum_pnl=15417 peak=16194 dd=777 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9958(✓) ask@9972(✓) qty=10"
737600,,"mid=9964.0 dyn_mean=9958.7 z=0.17 mom=-2.0 trend=-0.75 regime=MOMENTUM target=-4 pos_orig=-3 took=0 gap=-1 cum_pnl=15420 peak=16194 dd=774 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9957(✓) ask@9971(✓) qty=10"
737700,,"mid=9967.0 dyn_mean=9958.7 z=0.26 mom=4.0 trend=-0.75 regime=MOMENTUM target=8 pos_orig=-3 took=0 gap=11 cum_pnl=15411 peak=16194 dd=783 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9960(✓) ask@9974(✓) qty=10"
737800,,"mid=9964.0 dyn_mean=9958.7 z=0.17 mom=0.0 trend=-0.97 regime=MOMENTUM target=0 pos_orig=-3 took=0 gap=3 cum_pnl=15420 peak=16194 dd=774 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9957(✓) ask@9971(✓) qty=10"
737900,,"mid=9964.0 dyn_mean=9958.7 z=0.17 mom=0.0 trend=-1.03 regime=MOMENTUM target=0 pos_orig=-3 took=0 gap=3 cum_pnl=15420 peak=16194 dd=774 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9957(✓) ask@9971(✓) qty=10"
738000,,"mid=9962.0 dyn_mean=9958.7 z=0.10 mom=-2.0 trend=-1.03 regime=MOMENTUM target=-4 pos_orig=-3 took=0 gap=-1 cum_pnl=15426 peak=16194 dd=768 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9955(✓) ask@9969(✓) qty=10"
738100,,"mid=9964.0 dyn_mean=9958.7 z=0.17 mom=2.0 trend=-1.03 regime=MOMENTUM target=4 pos_orig=-3 took=0 gap=7 cum_pnl=15420 peak=16194 dd=774 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9957(✓) ask@9971(✓) qty=10"
738200,,"mid=9965.0 dyn_mean=9958.7 z=0.20 mom=4.0 trend=-0.97 regime=MOMENTUM target=8 pos_orig=-7 took=0 gap=15 cum_pnl=15417 peak=16194 dd=777 m38_hit=(A-)
MARK38: mode=EXPLOIT conf=3 bid@9958(✓) ask@9972(✓) qty=10"
738300,,"mid=9968.0 dyn_mean=9958.7 z=0.29 mom=8.0 trend=-0.79 regime=MOMENTUM target=16 pos_orig=-7 took=0 gap=23 cum_pnl=15396 peak=16194 dd=798 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9961(✓) ask@9975(✓) qty=10"
738400,,"mid=9966.0 dyn_mean=9958.7 z=0.23 mom=8.0 trend=-0.74 regime=MOMENTUM target=16 pos_orig=-7 took=0 gap=23 cum_pnl=15410 peak=16194 dd=784 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9959(✓) ask@9973(✓) qty=10"
738500,,"mid=9965.0 dyn_mean=9958.7 z=0.20 mom=9.0 trend=-0.79 regime=MOMENTUM target=18 pos_orig=-7 took=0 gap=25 cum_pnl=15417 peak=16194 dd=777 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9958(✓) ask@9972(✓) qty=10"
738600,,"mid=9968.0 dyn_mean=9958.8 z=0.29 mom=12.0 trend=-0.45 regime=MOMENTUM target=24 pos_orig=-7 took=0 gap=31 cum_pnl=15396 peak=16194 dd=798 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9961(✓) ask@9975(✓) qty=10"
738700,,"mid=9971.5 dyn_mean=9958.8 z=0.40 mom=18.5 trend=-0.19 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15372 peak=16194 dd=822 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9964(✓) ask@9978(✓) qty=10"
738800,,"mid=9972.0 dyn_mean=9958.8 z=0.41 mom=17.0 trend=-0.28 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15368 peak=16194 dd=826 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9965(✓) ask@9979(✓) qty=10"
738900,,"mid=9974.0 dyn_mean=9958.8 z=0.48 mom=16.0 trend=0.18 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15354 peak=16194 dd=840 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9967(✓) ask@9981(✓) qty=10"
739000,,"mid=9974.0 dyn_mean=9958.8 z=0.47 mom=18.0 trend=0.00 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15354 peak=16194 dd=840 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9967(✓) ask@9981(✓) qty=10"
739100,,"mid=9974.0 dyn_mean=9958.8 z=0.47 mom=18.0 trend=-0.06 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15354 peak=16194 dd=840 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9967(✓) ask@9981(✓) qty=10"
739200,,"mid=9976.0 dyn_mean=9958.8 z=0.54 mom=21.0 trend=0.38 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15340 peak=16194 dd=854 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9968(✓) ask@9984(✓) qty=1"
739300,,"mid=9976.0 dyn_mean=9958.9 z=0.54 mom=20.0 trend=0.31 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15340 peak=16194 dd=854 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9968(✓) ask@9984(✓) qty=1"
739400,,"mid=9978.0 dyn_mean=9958.9 z=0.60 mom=22.0 trend=0.63 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15326 peak=16194 dd=868 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9970(✓) ask@9986(✓) qty=1"
739500,,"mid=9971.5 dyn_mean=9958.9 z=0.39 mom=15.5 trend=0.20 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15372 peak=16194 dd=822 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9964(✓) ask@9980(✓) qty=1"
739600,,"mid=9974.5 dyn_mean=9958.9 z=0.49 mom=17.5 trend=0.32 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15350 peak=16194 dd=844 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9966(✓) ask@9982(✓) qty=1"
739700,,"mid=9971.0 dyn_mean=9958.9 z=0.38 mom=11.5 trend=0.11 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15375 peak=16194 dd=819 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9963(✓) ask@9979(✓) qty=1"
739800,,"mid=9973.0 dyn_mean=9958.9 z=0.44 mom=17.0 trend=0.11 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15361 peak=16194 dd=833 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9965(✓) ask@9981(✓) qty=1"
739900,,"mid=9975.0 dyn_mean=9959.0 z=0.50 mom=19.5 trend=0.34 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15347 peak=16194 dd=847 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9967(✓) ask@9983(✓) qty=1"
740000,,"mid=9975.0 dyn_mean=9959.0 z=0.50 mom=18.0 trend=0.34 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15347 peak=16194 dd=847 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9967(✓) ask@9983(✓) qty=1"
740100,,"mid=9973.0 dyn_mean=9959.0 z=0.44 mom=16.0 trend=0.40 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15361 peak=16194 dd=833 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9965(✓) ask@9981(✓) qty=1"
740200,,"mid=9974.0 dyn_mean=9959.0 z=0.47 mom=17.0 trend=0.40 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15354 peak=16194 dd=840 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9966(✓) ask@9982(✓) qty=1"
740300,,"mid=9972.0 dyn_mean=9959.0 z=0.41 mom=16.0 trend=0.11 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15368 peak=16194 dd=826 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9964(✓) ask@9980(✓) qty=1"
740400,,"mid=9972.0 dyn_mean=9959.0 z=0.41 mom=21.0 trend=0.23 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15368 peak=16194 dd=826 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9964(✓) ask@9980(✓) qty=1"
740500,,"mid=9968.5 dyn_mean=9959.0 z=0.30 mom=18.5 trend=0.06 regime=MOMENTUM target=37 pos_orig=-7 took=0 gap=44 cum_pnl=15392 peak=16194 dd=802 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9960(✓) ask@9976(✓) qty=1"
740600,,"mid=9969.0 dyn_mean=9959.0 z=0.31 mom=18.5 trend=0.11 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15389 peak=16194 dd=805 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9961(✓) ask@9977(✓) qty=1"
740700,,"mid=9965.5 dyn_mean=9959.0 z=0.20 mom=13.5 trend=-0.20 regime=MOMENTUM target=27 pos_orig=-7 took=0 gap=34 cum_pnl=15414 peak=16194 dd=780 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9958(✓) ask@9974(✓) qty=1"
740800,,"mid=9966.0 dyn_mean=9959.1 z=0.22 mom=15.0 trend=-0.28 regime=MOMENTUM target=30 pos_orig=-7 took=0 gap=37 cum_pnl=15410 peak=16194 dd=784 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9958(✓) ask@9974(✓) qty=1"
740900,,"mid=9967.0 dyn_mean=9959.1 z=0.25 mom=15.0 trend=-0.11 regime=MOMENTUM target=30 pos_orig=-7 took=0 gap=37 cum_pnl=15403 peak=16194 dd=791 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9959(✓) ask@9975(✓) qty=1"
741000,,"mid=9969.0 dyn_mean=9959.1 z=0.31 mom=20.0 trend=0.06 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15389 peak=16194 dd=805 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9961(✓) ask@9977(✓) qty=1"
741100,,"mid=9971.0 dyn_mean=9959.1 z=0.37 mom=22.0 trend=0.00 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15375 peak=16194 dd=819 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9963(✓) ask@9979(✓) qty=1"
741200,,"mid=9971.0 dyn_mean=9959.1 z=0.37 mom=19.0 trend=0.17 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15375 peak=16194 dd=819 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9963(✓) ask@9979(✓) qty=1"
741300,,"mid=9967.0 dyn_mean=9959.1 z=0.25 mom=14.0 trend=0.06 regime=MOMENTUM target=28 pos_orig=-7 took=0 gap=35 cum_pnl=15403 peak=16194 dd=791 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9959(✓) ask@9975(✓) qty=1"
741400,,"mid=9967.0 dyn_mean=9959.1 z=0.25 mom=11.0 trend=-0.06 regime=MOMENTUM target=22 pos_orig=-7 took=0 gap=29 cum_pnl=15403 peak=16194 dd=791 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9959(✓) ask@9975(✓) qty=1"
741500,,"mid=9967.0 dyn_mean=9959.1 z=0.25 mom=6.0 trend=0.06 regime=MOMENTUM target=12 pos_orig=-7 took=0 gap=19 cum_pnl=15403 peak=16194 dd=791 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9959(✓) ask@9975(✓) qty=1"
741600,,"mid=9968.0 dyn_mean=9959.1 z=0.28 mom=9.0 trend=0.06 regime=MOMENTUM target=18 pos_orig=-7 took=0 gap=25 cum_pnl=15396 peak=16194 dd=798 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9960(✓) ask@9976(✓) qty=1"
741700,,"mid=9971.0 dyn_mean=9959.1 z=0.37 mom=11.0 trend=0.11 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15375 peak=16194 dd=819 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9963(✓) ask@9979(✓) qty=1"
741800,,"mid=9972.0 dyn_mean=9959.2 z=0.40 mom=9.0 trend=0.00 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15368 peak=16194 dd=826 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9964(✓) ask@9980(✓) qty=1"
741900,,"mid=9971.0 dyn_mean=9959.2 z=0.37 mom=11.0 trend=0.12 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15375 peak=16194 dd=819 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9963(✓) ask@9979(✓) qty=1"
742000,,"mid=9969.0 dyn_mean=9959.2 z=0.31 mom=8.0 trend=0.00 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15389 peak=16194 dd=805 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9961(✓) ask@9977(✓) qty=1"
742100,,"mid=9966.0 dyn_mean=9959.2 z=0.21 mom=4.0 trend=-0.41 regime=MOMENTUM target=8 pos_orig=-7 took=0 gap=15 cum_pnl=15410 peak=16194 dd=784 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9958(✓) ask@9974(✓) qty=1"
742200,,"mid=9966.0 dyn_mean=9959.2 z=0.21 mom=3.0 trend=0.00 regime=MOMENTUM target=6 pos_orig=-7 took=0 gap=13 cum_pnl=15410 peak=16194 dd=784 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9958(✓) ask@9974(✓) qty=1"
742300,,"mid=9964.0 dyn_mean=9959.2 z=0.15 mom=0.0 trend=0.00 regime=MOMENTUM target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15424 peak=16194 dd=770 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9956(✓) ask@9972(✓) qty=1"
742400,,"mid=9964.0 dyn_mean=9959.2 z=0.15 mom=-1.0 trend=-0.06 regime=MOMENTUM target=-2 pos_orig=-7 took=0 gap=5 cum_pnl=15424 peak=16194 dd=770 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9956(✓) ask@9972(✓) qty=1"
742500,,"mid=9965.0 dyn_mean=9959.2 z=0.18 mom=0.5 trend=0.06 regime=MOMENTUM target=1 pos_orig=-7 took=0 gap=8 cum_pnl=15417 peak=16194 dd=777 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9957(✓) ask@9973(✓) qty=1"
742600,,"mid=9966.0 dyn_mean=9959.2 z=0.21 mom=3.0 trend=-0.07 regime=MOMENTUM target=6 pos_orig=-7 took=0 gap=13 cum_pnl=15410 peak=16194 dd=784 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9958(✓) ask@9974(✓) qty=1"
742700,,"mid=9969.0 dyn_mean=9959.2 z=0.31 mom=10.0 trend=0.33 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15389 peak=16194 dd=805 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9961(✓) ask@9977(✓) qty=1"
742800,,"mid=9969.0 dyn_mean=9959.2 z=0.31 mom=6.0 trend=0.33 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15389 peak=16194 dd=805 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9961(✓) ask@9977(✓) qty=1"
742900,,"mid=9970.5 dyn_mean=9959.2 z=0.35 mom=10.5 trend=0.56 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15378 peak=16194 dd=816 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9962(✓) ask@9978(✓) qty=1"
743000,,"mid=9974.0 dyn_mean=9959.3 z=0.46 mom=12.0 trend=0.65 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15354 peak=16194 dd=840 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9966(✓) ask@9982(✓) qty=1"
743100,,"mid=9980.0 dyn_mean=9959.3 z=0.65 mom=16.0 trend=0.91 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15312 peak=16194 dd=882 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9972(✓) ask@9988(✓) qty=1"
743200,,"mid=9981.0 dyn_mean=9959.3 z=0.68 mom=14.0 trend=0.80 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15305 peak=16194 dd=889 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
743300,,"mid=9983.0 dyn_mean=9959.3 z=0.74 mom=16.0 trend=1.04 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15291 peak=16194 dd=903 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9975(✓) ask@9991(✓) qty=1"
743400,,"mid=9982.0 dyn_mean=9959.3 z=0.71 mom=12.0 trend=1.04 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15298 peak=16194 dd=896 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9974(✓) ask@9990(✓) qty=1"
743500,,"mid=9984.0 dyn_mean=9959.4 z=0.77 mom=13.0 trend=0.99 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15284 peak=16194 dd=910 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9976(✓) ask@9992(✓) qty=1"
743600,,"mid=9985.0 dyn_mean=9959.4 z=0.80 mom=15.0 trend=0.86 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15277 peak=16194 dd=917 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9977(✓) ask@9993(✓) qty=1"
743700,,"mid=9984.0 dyn_mean=9959.4 z=0.77 mom=15.0 trend=0.76 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15284 peak=16194 dd=910 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9976(✓) ask@9992(✓) qty=1"
743800,,"mid=9979.0 dyn_mean=9959.4 z=0.61 mom=10.0 trend=0.30 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15319 peak=16194 dd=875 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9971(✓) ask@9987(✓) qty=1"
743900,,"mid=9982.0 dyn_mean=9959.5 z=0.70 mom=8.0 trend=0.48 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15298 peak=16194 dd=896 m38_hit=(-B)
MARK38: mode=PROBE conf=1 bid@9974(✓) ask@9990(✓) qty=1"
744000,,"mid=9983.0 dyn_mean=9959.5 z=0.73 mom=14.0 trend=0.54 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15291 peak=16194 dd=903 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9975(✓) ask@9991(✓) qty=1"
744100,,"mid=9983.0 dyn_mean=9959.5 z=0.73 mom=16.0 trend=0.42 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15291 peak=16194 dd=903 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9975(✓) ask@9991(✓) qty=1"
744200,,"mid=9983.0 dyn_mean=9959.5 z=0.73 mom=17.0 trend=0.42 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15291 peak=16194 dd=903 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9975(✓) ask@9991(✓) qty=1"
744300,,"mid=9982.0 dyn_mean=9959.6 z=0.70 mom=16.0 trend=0.24 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15298 peak=16194 dd=896 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9974(✓) ask@9990(✓) qty=1"
744400,,"mid=9979.0 dyn_mean=9959.6 z=0.61 mom=10.0 trend=0.48 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15319 peak=16194 dd=875 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9971(✓) ask@9987(✓) qty=1"
744500,,"mid=9981.0 dyn_mean=9959.6 z=0.67 mom=11.0 trend=0.42 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15305 peak=16194 dd=889 m38_hit=(-B)
MARK38: mode=PROBE conf=1 bid@9973(✓) ask@9989(✓) qty=1"
744600,,"mid=9978.0 dyn_mean=9959.6 z=0.57 mom=9.0 trend=0.46 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15326 peak=16194 dd=868 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9970(✓) ask@9986(✓) qty=1"
744700,,"mid=9977.0 dyn_mean=9959.6 z=0.54 mom=8.0 trend=0.26 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15333 peak=16194 dd=861 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9969(✓) ask@9985(✓) qty=1"
744800,,"mid=9980.0 dyn_mean=9959.7 z=0.64 mom=10.0 trend=0.33 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15312 peak=16194 dd=882 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9972(✓) ask@9988(✓) qty=1"
744900,,"mid=9980.0 dyn_mean=9959.7 z=0.64 mom=12.0 trend=0.33 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15312 peak=16194 dd=882 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9972(✓) ask@9988(✓) qty=1"
745000,,"mid=9981.0 dyn_mean=9959.7 z=0.67 mom=12.0 trend=0.53 regime=WAITING_FOR_REVERSAL target=0 pos_orig=-7 took=0 gap=7 cum_pnl=15305 peak=16194 dd=889 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
